common_name,species_name,alpha_code,genus,species,gbif_key,t_phylum,t_class,t_order,t_family,grouping,ndow_code
Schell Creek mountainsnail,Oreohelix nevadensis,,Oreohelix,nevadensis,2293926,Mollusca,Gastropoda,Stylommatophora,Oreohelicidae,gastropod,725
depressed rocky mountainsnail,Oreohelix strigosa depressa,,Oreohelix,strigosa,8752532,Mollusca,Gastropoda,Stylommatophora,Oreohelicidae,gastropod,728
spring mountainsnail,Oreohelix handi,,Oreohelix,handi,2293930,Mollusca,Gastropoda,Stylommatophora,Oreohelicidae,gastropod,720
black juga,Juga nigrina,,Juga,nigrina,2301994,Mollusca,Gastropoda,,Pleuroceridae,gastropod,523
glossy valvata,Valvata humeralis,,Valvata,humeralis,2298074,Mollusca,Gastropoda,,Valvatidae,gastropod,1201
pleuroceridae (unknown),Pleuroceridae sp.,,Pleuroceridae,sp.,2665,Mollusca,Gastropoda,,Pleuroceridae,gastropod,844
red-rim melania,Melanoides tuberculatus,,Melanoides,tuberculatus,4362965,Mollusca,Gastropoda,,Thiaridae,gastropod,613
snail (unknown),Melanoides sp.,,Melanoides,sp.,2300936,Mollusca,Gastropoda,,Thiaridae,gastropod,612
oasis juga,Juga laurae,,Juga,laurae,2301987,Mollusca,Gastropoda,,Pleuroceridae,gastropod,522
smooth juga,Juga interioris,,Juga,interioris,2301992,Mollusca,Gastropoda,,Pleuroceridae,gastropod,521
cave obligate amphipod,Stygobromus lacicolus,,Stygobromus,lacicolus,2217885,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,crustacean,1107
amphipod,Hyalella azteca,,Hyalella,azteca,2217674,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,crustacean,502
Herbsts amphipod,Stygobromus herbsti,,Stygobromus,herbsti,2217925,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,crustacean,1106
Lake Tahoe amphipod,Stygobromus tahoensis,,Stygobromus,tahoensis,2217914,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,crustacean,1109
Myers amphipod,Stygobromus myersae,,Stygobromus,myersae,2217930,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,crustacean,1108
scud (freshwater shrimp),Hyalella sp.,,Hyalella,sp.,2217673,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,crustacean,503
crayfish,Pacifastacus gambelii,,Pacifastacus,gambelii,2226988,Arthropoda,Malacostraca,Decapoda,Astacidae,crustacean,742
crayfish (unknown),Pacifastacus sp.,,Pacifastacus,sp.,2226987,Arthropoda,Malacostraca,Decapoda,Astacidae,crustacean,744
crayfish (unknown),Procambarus sp.,,Procambarus,sp.,2227127,Arthropoda,Malacostraca,Decapoda,Cambaridae,crustacean,869
red swamp crayfish,Procambarus clarkii,,Procambarus,clarkii,2227300,Arthropoda,Malacostraca,Decapoda,Cambaridae,crustacean,868
signal crayfish,Pacifastacus leniusculus,,Pacifastacus,leniusculus,2226990,Arthropoda,Malacostraca,Decapoda,Astacidae,crustacean,743
Snake River pilose crayfish,Pacifastacus connectens,,Pacifastacus,connectens,2226997,Arthropoda,Malacostraca,Decapoda,Astacidae,crustacean,1282
American bison,Bos bison,,Bos,bison,2441178,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,95
collared peccary,Pecari tajacu,,Pecari,tajacu,2440995,Chordata,Mammalia,Artiodactyla,Tayassuidae,ungulate,758
elk,Cervus canadensis,,Cervus,canadensis,8930122,Chordata,Mammalia,Artiodactyla,Cervidae,ungulate,207
moose,Alces alces,,Alces,alces,2440940,Chordata,Mammalia,Artiodactyla,Cervidae,ungulate,17
mountain goat,Oreamnos americanus,,Oreamnos,americanus,2441151,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,718
mule deer,Odocoileus hemionus,,Odocoileus,hemionus,2440974,Chordata,Mammalia,Artiodactyla,Cervidae,ungulate,699
pronghorn antelope,Antilocapra americana,,Antilocapra,americana,2440902,Chordata,Mammalia,Artiodactyla,Antilocapridae,ungulate,51
wild boar (razorback),Sus scrofa,,Sus,scrofa,7705930,Chordata,Mammalia,Artiodactyla,Suidae,ungulate,1264
domestic goat,Capra aegagrus,,Capra,aegagrus,4409366,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,1293
domestic sheep,Ovis aries,,Ovis,aries,2441110,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,1294
domestic cow,Bos primigenius,,Bos,primigenius,2441024,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,1296
desert bighorn sheep,Ovis canadensis nelsoni,,Ovis,canadensis,4262556,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,736
California bighorn sheep,Ovis canadensis californiana,,Ovis,canadensis,4262555,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,734
Rocky Mountain bighorn sheep,Ovis canadensis canadensis,,Ovis,canadensis,4262538,Chordata,Mammalia,Artiodactyla,Bovidae,ungulate,735
American black bear,Ursus americanus,,Ursus,americanus,2433407,Chordata,Mammalia,Carnivora,Ursidae,carnivore,1194
bobcat,Lynx rufus,,Lynx,rufus,2435246,Chordata,Mammalia,Carnivora,Felidae,carnivore,596
Canada lynx,Lynx canadensis,,Lynx,canadensis,2435263,Chordata,Mammalia,Carnivora,Felidae,carnivore,595
coyote,Canis latrans,,Canis,latrans,5219153,Chordata,Mammalia,Carnivora,Canidae,carnivore,161
gray fox,Urocyon cinereoargenteus,,Urocyon,cinereoargenteus,2434566,Chordata,Mammalia,Carnivora,Canidae,carnivore,1189
gray wolf,Canis lupus,,Canis,lupus,5219173,Chordata,Mammalia,Carnivora,Canidae,carnivore,162
mountain lion,Puma concolor,,Puma,concolor,2435099,Chordata,Mammalia,Carnivora,Felidae,carnivore,411
red fox,Vulpes vulpes,,Vulpes,vulpes,5219234,Chordata,Mammalia,Carnivora,Canidae,carnivore,1232
domestic cat,Felis catus,,Felis,catus,2435022,Chordata,Mammalia,Carnivora,Felidae,carnivore,1295
kit fox,Vulpes macrotis,,Vulpes,macrotis,5219311,Chordata,Mammalia,Carnivora,Canidae,carnivore,1231
Sierra Nevada red fox,Vulpes vulpes necator,,Vulpes,vulpes,6164287,Chordata,Mammalia,Carnivora,Canidae,carnivore,1233
Arizona myotis,Myotis lucifugus occultus,,Myotis,lucifugus,8781890,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,663
free-tailed bat (unknown),Tadarida sp.,,Tadarida,sp.,2433008,Chordata,Mammalia,Chiroptera,Molossidae,bat,1123
hairy-winged bat,Harpiocephalus harpia,,Harpiocephalus,harpia,2432380,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,488
Mexican long-tongued bat,Choeronycteris mexicana,,Choeronycteris,mexicana,2433207,Chordata,Mammalia,Chiroptera,Phyllostomidae,bat,233
myotis (unknown),Myotis sp.,,Myotis,sp.,2432384,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,664
pale lump-nosed bat,Corynorhinus townsendii pallescens,,Corynorhinus,townsendii,6163672,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,272
Rafinesques big-eared bat,Corynorhinus rafinesquii,,Corynorhinus,rafinesquii,2432491,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,270
long-eared myotis,Myotis evotis,,Myotis,evotis,2432413,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,661
fringed myotis,Myotis thysanodes,,Myotis,thysanodes,2432399,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,665
little brown myotis,Myotis lucifugus,,Myotis,lucifugus,2432406,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,662
big brown bat,Eptesicus fuscus,,Eptesicus,fuscus,2432352,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,390
California leaf-nosed bat,Macrotus californicus,,Macrotus,californicus,2433296,Chordata,Mammalia,Chiroptera,Phyllostomidae,bat,597
Yuma myotis,Myotis yumanensis,,Myotis,yumanensis,2432461,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,668
Allens big-eared bat,Idionycteris phyllotis,,Idionycteris,phyllotis,2432525,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,518
pallid bat,Antrozous pallidus,,Antrozous,pallidus,2432339,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,52
hoary bat,Lasiurus cinereus,,Lasiurus,cinereus,5218544,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,555
big free-tailed bat,Nyctinomops macrotis,,Nyctinomops,macrotis,2433062,Chordata,Mammalia,Chiroptera,Molossidae,bat,696
long-legged myotis,Myotis volans,,Myotis,volans,2432411,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,667
Brazilian (Mexican) free-tailed bat,Tadarida brasiliensis,,Tadarida,brasiliensis,2433011,Chordata,Mammalia,Chiroptera,Molossidae,bat,1122
western red bat,Lasiurus blossevillii,,Lasiurus,blossevillii,5218548,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,554
Townsends big-eared bat,Corynorhinus townsendii,,Corynorhinus,townsendii,2432479,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,271
western small-footed myotis,Myotis ciliolabrum,,Myotis,ciliolabrum,2432456,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,660
western yellow bat,Lasiurus xanthinus,,Lasiurus,xanthinus,5218541,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,556
western pipistrelle,Parastrellus hesperus,,Parastrellus,hesperus,8397398,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,819
cave myotis,Myotis velifer,,Myotis,velifer,2432386,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,666
western mastiff bat,Eumops perotis,,Eumops,perotis,2432993,Chordata,Mammalia,Chiroptera,Molossidae,bat,401
California myotis,Myotis californicus,,Myotis,californicus,2432425,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,659
silver-haired bat,Lasionycteris noctivagans,,Lasionycteris,noctivagans,2432341,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,553
spotted bat,Euderma maculatum,,Euderma,maculatum,2432579,Chordata,Mammalia,Chiroptera,Vespertilionidae,bat,399
black-tailed jackrabbit,Lepus californicus,,Lepus,californicus,2436801,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,579
cottontail (unknown),Sylvilagus sp.,,Sylvilagus,sp.,2436839,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,1117
desert cottontail,Sylvilagus audubonii,,Sylvilagus,audubonii,2436910,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,1115
European rabbit,Oryctolagus cuniculus,,Oryctolagus,cuniculus,2436940,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,732
mountain cottontail,Sylvilagus nuttallii,,Sylvilagus,nuttallii,2436854,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,1116
snowshoe hare,Lepus americanus,,Lepus,americanus,2436794,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,577
white-tailed jackrabbit,Lepus townsendii,,Lepus,townsendii,2436705,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,580
jackrabbit (unknown),Lepus sp.,,Lepus,sp.,2436691,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,1299
American pika,Ochotona princeps,,Ochotona,princeps,2436982,Chordata,Mammalia,Lagomorpha,Ochotonidae,lagomorph,698
pygmy rabbit,Brachylagus idahoensis,,Brachylagus,idahoensis,2436688,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,97
Sierra Nevada snowshoe hare,Lepus americanus tahoensis,,Lepus,americanus,8735370,Chordata,Mammalia,Lagomorpha,Leporidae,lagomorph,578
ass,Equus asinus,,Equus,asinus,2440891,Chordata,Mammalia,Perissodactyla,Equidae,ungulate,391
horse,Equus caballus,,Equus,caballus,2440886,Chordata,Mammalia,Perissodactyla,Equidae,ungulate,392
American beaver,Castor canadensis,,Castor,canadensis,2439838,Chordata,Mammalia,Rodentia,Castoridae,rodent,180
Arizona cotton rat,Sigmodon arizonae,,Sigmodon,arizonae,2438148,Chordata,Mammalia,Rodentia,Cricetidae,rodent,1039
Arizona woodrat,Neotoma devia,,Neotoma,devia,2438449,Chordata,Mammalia,Rodentia,Cricetidae,rodent,683
Beldings ground squirrel,Spermophilus beldingi,,Spermophilus,beldingi,2437317,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1060
big jumping mouse,Zapus princeps oregonus,,Zapus,princeps,8735479,Chordata,Mammalia,Rodentia,Dipodidae,rodent,1244
Bottas pocket gopher,Thomomys bottae,,Thomomys,bottae,2439385,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1141
brown (Norway )rat,Rattus norvegicus,,Rattus,norvegicus,2439261,Chordata,Mammalia,Rodentia,Muridae,rodent,971
bushy-tailed woodrat,Neotoma cinerea,,Neotoma,cinerea,2438437,Chordata,Mammalia,Rodentia,Cricetidae,rodent,682
cactus deermouse,Peromyscus eremicus,,Peromyscus,eremicus,2437981,Chordata,Mammalia,Rodentia,Cricetidae,rodent,772
California ground squirrel,Spermophilus beecheyi,,Spermophilus,beecheyi,2437293,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1059
California kangaroo rat,Dipodomys californicus,,Dipodomys,californicus,2439546,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,345
canyon deermouse,Peromyscus crinitus,,Peromyscus,crinitus,2438021,Chordata,Mammalia,Rodentia,Cricetidae,rodent,771
chipmunk (unknown),Neotamias sp.,,Neotamias,sp.,4828027,Chordata,Mammalia,Rodentia,Sciuridae,rodent,677
chisel-toothed kangaroo rat,Dipodomys microps,,Dipodomys,microps,2439510,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,348
cliff chipmunk,Neotamias dorsalis,,Neotamias,dorsalis,4972385,Chordata,Mammalia,Rodentia,Sciuridae,rodent,671
Colorado River cotton rat,Sigmodon arizonae plenus,,Sigmodon,arizonae,6163540,Chordata,Mammalia,Rodentia,Cricetidae,rodent,1040
common muskrat,Ondatra zibethicus,,Ondatra,zibethicus,5219858,Chordata,Mammalia,Rodentia,Cricetidae,rodent,710
coypu,Myocastor coypus,,Myocastor,coypus,4264680,Chordata,Mammalia,Rodentia,Myocastoridae,rodent,658
dark kangaroo mouse,Microdipodops megacephalus,,Microdipodops,megacephalus,2439502,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,622
deermouse,Peromyscus crinerea,,Peromyscus,crinerea,2437961,Chordata,Mammalia,Rodentia,Cricetidae,rodent,770
deermouse (unknown),Peromyscus sp.,,Peromyscus,sp.,2437961,Chordata,Mammalia,Rodentia,Cricetidae,rodent,774
desert woodrat,Neotoma lepida,,Neotoma,lepida,2438438,Chordata,Mammalia,Rodentia,Cricetidae,rodent,685
dusky-footed woodrat,Neotoma fuscipes,,Neotoma,fuscipes,2438455,Chordata,Mammalia,Rodentia,Cricetidae,rodent,684
golden-mantled ground squirrel,Spermophilus lateralis,,Spermophilus,lateralis,2437297,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1063
grasshopper mouse (unknown),Onychomys sp.,,Onychomys,sp.,2438514,Chordata,Mammalia,Rodentia,Cricetidae,rodent,712
Great Basin pocket mouse,Perognathus parvus,,Perognathus,parvus,2439554,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,767
ground squirrel (unknown),Spermophilus sp.,,Spermophilus,sp.,2437289,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1066
hoary marmot,Marmota caligata,,Marmota,caligata,2437378,Chordata,Mammalia,Rodentia,Sciuridae,rodent,599
house mouse,Mus musculus,,Mus,musculus,7429082,Chordata,Mammalia,Rodentia,Muridae,rodent,646
kangaroo mouse (unknown),Microdipodops sp.,,Microdipodops,sp.,2439500,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,626
kangaroo rat (unknown),Dipodomys sp.,,Dipodomys,sp.,2439509,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,351
least chipmunk,Neotamias minimus,,Neotamias,minimus,4828027,Chordata,Mammalia,Rodentia,Sciuridae,rodent,672
little pocket mouse,Perognathus longimembris,,Perognathus,longimembris,2439563,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,766
lodgepole chipmunk,Neotamias speciosus,,Neotamias,speciosus,4972383,Chordata,Mammalia,Rodentia,Sciuridae,rodent,678
long-eared chipmunk,Neotamias quadrimaculatus,,Neotamias,quadrimaculatus,4972373,Chordata,Mammalia,Rodentia,Sciuridae,rodent,675
long-tailed pocket mouse,Chaetodipus formosus,,Chaetodipus,formosus,2439596,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,210
long-tailed pocket mouse,Perognathus formosus,,Perognathus,formosus,2439597,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,765
long-tailed vole,Microtus longicaudus,,Microtus,longicaudus,2438621,Chordata,Mammalia,Rodentia,Cricetidae,rodent,631
marmot (unknown),Marmota sp.,,Marmota,sp.,2437364,Chordata,Mammalia,Rodentia,Sciuridae,rodent,601
meadow jumping mouse,Zapus hudsonius,,Zapus,hudsonius,2439467,Chordata,Mammalia,Rodentia,Dipodidae,rodent,1242
Merriams ground squirrel,Spermophilus canus,,Spermophilus,canus,2437324,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1061
Merriams kangaroo rat,Dipodomys merriami,,Dipodomys,merriami,2439521,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,347
montane vole,Microtus montanus,,Microtus,montanus,2438609,Chordata,Mammalia,Rodentia,Cricetidae,rodent,632
North American deermouse,Peromyscus maniculatus,,Peromyscus,maniculatus,2437967,Chordata,Mammalia,Rodentia,Cricetidae,rodent,773
North American porcupine,Erethizon dorsatum,,Erethizon,dorsatum,6066824,Chordata,Mammalia,Rodentia,Erethizontidae,rodent,396
northern grasshopper mouse,Onychomys leucogaster,,Onychomys,leucogaster,2438517,Chordata,Mammalia,Rodentia,Cricetidae,rodent,711
northern pocket gopher,Thomomys talpoides,,Thomomys,talpoides,2439383,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1147
Ords kangaroo rat,Dipodomys ordii,,Dipodomys,ordii,2439541,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,349
Panamint chipmunk,Neotamias panamintinus,,Neotamias,panamintinus,4972387,Chordata,Mammalia,Rodentia,Sciuridae,rodent,674
Panamint kangaroo rat,Dipodomys panamintinus,,Dipodomys,panamintinus,2439513,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,350
pinyon deermouse,Peromyscus truei,,Peromyscus,truei,2437985,Chordata,Mammalia,Rodentia,Cricetidae,rodent,775
Piute ground squirrel,Spermophilus mollis,,Spermophilus,mollis,2437328,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1064
plains harvest mouse,Reithrodontomys montanus,,Reithrodontomys,montanus,2437866,Chordata,Mammalia,Rodentia,Cricetidae,rodent,977
pocket gopher (unknown),Thomomys sp.,,Thomomys,sp.,2439381,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1146
pocket mouse (unknown),Chaetodipus sp.,,Chaetodipus,sp.,2439576,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,213
pocket mouse (unknown),Perognathus sp.,,Perognathus,sp.,2439552,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,768
Richardsons ground squirrel,Spermophilus richardsonii nevadensis,,Spermophilus,richardsonii,2437299,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1065
rock squirrel,Spermophilus variegatus,,Spermophilus,variegatus,2437329,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1069
roof rat,Rattus rattus,,Rattus,rattus,2439270,Chordata,Mammalia,Rodentia,Muridae,rodent,972
round-tailed ground squirrel,Spermophilus tereticaudus,,Spermophilus,tereticaudus,2437325,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1067
southern grasshopper mouse,Onychomys torridus,,Onychomys,torridus,2438516,Chordata,Mammalia,Rodentia,Cricetidae,rodent,713
southern pocket gopher,Thomomys umbrinus,,Thomomys,umbrinus,2439382,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1149
Townsends ground squirrel,Spermophilus townsendii,,Spermophilus,townsendii,2437313,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1068
Townsends pocket gopher,Thomomys townsendii,,Thomomys,townsendii,2439388,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1148
Uinta chipmunk,Neotamias umbrinus,,Neotamias,umbrinus,4972376,Chordata,Mammalia,Rodentia,Sciuridae,rodent,679
Fish Lake Valley pocket gopher,Thomomys bottae lacrymalis,,Thomomys,bottae,4264378,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1144
vole (unknown),Microtus sp.,,Microtus,sp.,2438591,Chordata,Mammalia,Rodentia,Cricetidae,rodent,635
western gray squirrel,Sciurus griseus,,Sciurus,griseus,5219672,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1028
western harvest mouse,Reithrodontomys megalotis,,Reithrodontomys,megalotis,2437874,Chordata,Mammalia,Rodentia,Cricetidae,rodent,976
white-tailed antelope squirrel,Ammospermophilus leucurus,,Ammospermophilus,leucurus,2437570,Chordata,Mammalia,Rodentia,Sciuridae,rodent,28
white-tailed prairie dog,Cynomys leucurus,,Cynomys,leucurus,2437233,Chordata,Mammalia,Rodentia,Sciuridae,rodent,308
white-throated woodrat,Neotoma albigula,,Neotoma,albigula,2438454,Chordata,Mammalia,Rodentia,Cricetidae,rodent,681
woodrat (unknown),Neotoma sp.,,Neotoma,sp.,2438433,Chordata,Mammalia,Rodentia,Cricetidae,rodent,686
Wyoming ground squirrel,Spermophilus elegans,,Spermophilus,elegans,2437319,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1062
yellow-bellied marmot,Marmota flaviventris,,Marmota,flaviventris,2437369,Chordata,Mammalia,Rodentia,Sciuridae,rodent,600
yellow-pine chipmunk,Neotamias amoenus,,Neotamias,amoenus,4972377,Chordata,Mammalia,Rodentia,Sciuridae,rodent,669
Hidden Forest cliff chipmunk,Neotamias dorsalis grinnelli,,Neotamias,dorsalis,4972385,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1272
Mexican vole,Microtus mexicanus,,Microtus,mexicanus,2438651,Chordata,Mammalia,Rodentia,Cricetidae,rodent,1277
Chihuahuan grasshopper mouse,Onychormys arenicola,,Onychormys,arenicola,2438515,Chordata,Mammalia,Rodentia,Cricetidae,rodent,1279
rat (unknown),Rattus sp.,,Rattus,sp.,2439223,Chordata,Mammalia,Rodentia,Muridae,rodent,1281
Yosemite meadow mouse,Microtus montanus yosemite,,Microtus,montanus,9058533,Chordata,Mammalia,Rodentia,Cricetidae,rodent,1284
Smokey Valley pocket gopher,Thomomys bottae fumosus,,Thomomys,bottae,4264357,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1285
Virgin River Valley pocket gopher,Thomomys bottae virgineus,,Thomomys,bottae,8974378,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1290
Pacific jumping mouse,Zapus trinotatus,,Zapus,trinotatus,2439471,Chordata,Mammalia,Rodentia,Dipodidae,rodent,1267
mountain pocket gopher,Thomomys monticola,,Thomomys,monticola,2439386,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1145
spiny pocket mouse,Chaetodipus spinatus,,Chaetodipus,spinatus,2439586,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,214
desert kangaroo rat,Dipodomys deserti,,Dipodomys,deserti,2439535,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,346
desert pocket mouse,Chaetodipus penicillatus,,Chaetodipus,penicillatus,2439591,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,211
northern flying squirrel,Glaucomys sabrinus,,Glaucomys,sabrinus,2437331,Chordata,Mammalia,Rodentia,Sciuridae,rodent,471
Pahranagat Valley montane vole,Microtus montanus fucosus,,Microtus,montanus,8908199,Chordata,Mammalia,Rodentia,Cricetidae,rodent,633
Humboldt yellow-pine chipmunk,Neotamias amoenus celeris,,Neotamias,amoenus,4972377,Chordata,Mammalia,Rodentia,Sciuridae,rodent,670
Ash Meadows montane vole,Microtus montanus nevadensis,,Microtus,montanus,9215386,Chordata,Mammalia,Rodentia,Cricetidae,rodent,634
Sierra Nevada mountain beaver,Aplodontia rufa californica,,Aplodontia,rufa,6163524,Chordata,Mammalia,Rodentia,Aplodontiidae,rodent,59
sagebrush vole,Lemmiscus curtatus,,Lemmiscus,curtatus,2438225,Chordata,Mammalia,Rodentia,Cricetidae,rodent,558
Fletcher dark kangaroo mouse,Microdipodops megacephalus nasutus,,Microdipodops,megacephalus,4263163,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,624
Allens (shadow) chipmunk,Neotamias senex,,Neotamias,senex,4972382,Chordata,Mammalia,Rodentia,Sciuridae,rodent,676
Fish Spring pocket gopher,Thomomys bottae abstrusus,,Thomomys,bottae,4264464,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1142
Douglass squirrel,Tamiasciurus douglasii,,Tamiasciurus,douglasii,2437281,Chordata,Mammalia,Rodentia,Sciuridae,rodent,1126
western jumping mouse,Zapus princeps,,Zapus,princeps,2439473,Chordata,Mammalia,Rodentia,Dipodidae,rodent,1243
Hidden Forest Uinta chipmunk,Neotamias umbrinus nevadensis,,Neotamias,umbrinus,4972376,Chordata,Mammalia,Rodentia,Sciuridae,rodent,680
San Antonio pocket gopher,Thomomys bottae curtatus,,Thomomys,bottae,4264456,Chordata,Mammalia,Rodentia,Geomyidae,rodent,1143
pale kangaroo mouse,Microdipodops pallidus,,Microdipodops,pallidus,2439501,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,625
Palmers chipmunk,Neotamias palmeri,,Neotamias,palmeri,4828027,Chordata,Mammalia,Rodentia,Sciuridae,rodent,673
Desert Valley kangaroo mouse,Microdipodops megacephalus albiventer,,Microdipodops,megacephalus,4263161,Chordata,Mammalia,Rodentia,Heteromyidae,rodent,623
brush mouse,Peromyscus boylii rowleyi,,Peromyscus,boylii,8758470,Chordata,Mammalia,Rodentia,Cricetidae,rodent,769
broad-footed mole,Scapanus latimanus,,Scapanus,latimanus,2436194,Chordata,Mammalia,Soricomorpha,Talpidae,shrewform,1018
cinereus shrew,Sorex cinereus,,Sorex,cinereus,2435964,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1049
dusky shrew,Sorex monticolus,,Sorex,monticolus,2436019,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1051
shrew (unknown),Sorex sp.,,Sorex,sp.,2435935,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1054
vagrant shrew,Sorex vagrans,,Sorex,vagrans,2436042,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1057
Inyo shrew,Sorex tenellus,,Sorex,tenellus,2435993,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1055
Prebles shrew,Sorex preblei,,Sorex,preblei,2435996,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1053
Crawfords desert shrew,Notiosorex crawfordi,,Notiosorex,crawfordi,2435812,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,689
American water shrew,Sorex palustris,,Sorex,palustris,2436006,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1052
Merriams shrew,Sorex merriami,,Sorex,merriami,2435989,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1050
Trowbridges shrew,Sorex trowbridgii,,Sorex,trowbridgii,2435936,Chordata,Mammalia,Soricomorpha,Soricidae,shrewform,1056
ostracod,Candona tahoensis,,Candona,tahoensis,4987774,Arthropoda,Ostracoda,Podocopida,Candonidae,crustacean,160
bullsnake,Pituophis catenifer sayi,,Pituophis,catenifer,6162132,Chordata,Reptilia,Squamata,Colubridae,snake,829
common kingsnake,Lampropeltis getula californiae,,Lampropeltis,getula,5224481,Chordata,Reptilia,Squamata,Colubridae,snake,532
